auth_no,name,animal_type,latitude,longitude,digester,total,milking,other,type,enteric_methane,manure_methane,total_methane,labeltext
TXG921288,Hudson Rocky Creek Ranch Feedyard,CATTLE (BEEF) - 24000,31.3456,-100.1321,FALSE,24000,0,24000,Other,1536,48,1584,"<b>Name: </b>Hudson Rocky Creek Ranch Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,584 metric tons"
TXG921291,Etter Dairy,8400 TOTAL DAIRY CATTLE OF WHICH 5200 ARE MILKING DAIRY CATTLE,36.018888,-102.04972,FALSE,8400,5200,3200,Dairy,922.4,304.8,1227,"<b>Name: </b>Etter Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,227 metric tons"
TXG921292,Dumas Dairy,7000 TOTAL DAIRY CATTLE OF WHICH 5500 ARE MILKING DAIRY CATTLE,35.869722,-102.07027,FALSE,7000,5500,1500,Dairy,855,320.5,1176,"<b>Name: </b>Dumas Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,176 metric tons"
TXG921293,Kabil Cattle,CATTLE (BEEF) - 30000,36.2244,-102.2261,FALSE,30000,0,30000,Other,1920,30,1950,"<b>Name: </b>Kabil Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,950 metric tons"
TXG921296,Roadrunner Cattle,CATTLE (BEEF) - 3500,35.078055,-102.372222,FALSE,3500,0,3500,Other,224,7,231,<b>Name: </b>Roadrunner Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>231 metric tons
TXG921302,South Plains Cattle,CATTLE (BEEF) - 2250,34.378611,-102.65888,FALSE,2250,0,2250,Other,144,4.5,148,<b>Name: </b>South Plains Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>148 metric tons
TXG921303,Speck Feedyard,CATTLE (BEEF) - 2500,31.702778,-98.925556,FALSE,2500,0,2500,Other,160,5,165,<b>Name: </b>Speck Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>165 metric tons
TXG921305,Tejas Dunes,3600 TOTAL DAIRY CATTLE OF WHICH 3000 ARE MILKING DAIRY CATTLE,34.244722,-102.98111,FALSE,3600,3000,600,Dairy,452.4,190.2,643,<b>Name: </b>Tejas Dunes</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>643 metric tons
TXG921308,Natural Prairie Dairy Farms,23600 TOTAL DAIRY CATTLE OF WHICH 16800 ARE MILKING DAIRY CATTLE,35.788333,-102.315,FALSE,23600,16800,6800,Dairy,2753.6,981.2,3735,"<b>Name: </b>Natural Prairie Dairy Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>3,735 metric tons"
TXG921309,Natural Prairie Dairy Farm Heifer Site,10000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,35.83,-102.26,FALSE,10000,0,10000,Other,640,10,650,<b>Name: </b>Natural Prairie Dairy Farm Heifer Site</br><b>Type: </b>Other</br><b>Methane emissions: </b>650 metric tons
TXG921310,Krause Dairy,999 TOTAL DAIRY CATTLE OF WHICH 999 ARE MILKING DAIRY CATTLE,33.075,-95.441666,FALSE,999,999,0,Dairy,137.862,73.926,212,<b>Name: </b>Krause Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>212 metric tons
TXG921311,Dreamcatcher Dairy,4000 TOTAL DAIRY CATTLE OF WHICH 2400 ARE MILKING DAIRY CATTLE,32.049333,-98.361666,FALSE,4000,2400,1600,Dairy,433.6,180.8,614,<b>Name: </b>Dreamcatcher Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>614 metric tons
TXG921316,High Plains Dairy Friona,10600 TOTAL DAIRY CATTLE OF WHICH 5200 ARE MILKING DAIRY CATTLE,34.525,-102.611,FALSE,10600,5200,5400,Dairy,1063.2,338.4,1402,"<b>Name: </b>High Plains Dairy Friona</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,402 metric tons"
TXG921322,Westside Jerseys,24900 TOTAL DAIRY CATTLE OF WHICH 20250 ARE MILKING DAIRY CATTLE,36.0275,-102.0899,TRUE,24900,20250,4650,Dairy,3092.1,1179.15,4271,"<b>Name: </b>Westside Jerseys</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>4,271 metric tons"
TXG921323,Tuls Cattle IV,35000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,34.361666,-102.973888,FALSE,35000,0,35000,Other,2240,70,2310,"<b>Name: </b>Tuls Cattle IV</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,310 metric tons"
TXG921325,Fallen Star Heifer Ranch,2700 TOTAL DAIRY CATTLE OF WHICH 1200 ARE MILKING DAIRY CATTLE,34.794444,-102.51666,FALSE,2700,1200,1500,Dairy,261.6,78.6,340,<b>Name: </b>Fallen Star Heifer Ranch</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>340 metric tons
TXG921327,Baeza Cattle,CATTLE (BEEF) - 3000,29.559858,-104.343639,FALSE,3000,0,3000,Other,192,6,198,<b>Name: </b>Baeza Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>198 metric tons
TXG921329,Dhhit Feeders,CATTLE (BEEF) - 5000,32.6185,-102.8147,FALSE,5000,0,5000,Other,320,10,330,<b>Name: </b>Dhhit Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>330 metric tons
TXG921333,Carson County Feedyar,CATTLE (BEEF) - 22500,35.450555,-101.30055,FALSE,22500,0,22500,Other,1440,45,1485,"<b>Name: </b>Carson County Feedyar</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,485 metric tons"
TXG921334,Williams Feedyard,CATTLE (BEEF) - 2500,33.973434,-102.932045,FALSE,2500,0,2500,Other,160,5,165,<b>Name: </b>Williams Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>165 metric tons
TXG921336,Flint Rock Feeders,CATTLE (BEEF) - 30000,36.319722,-101.354166,FALSE,30000,0,30000,Other,1920,30,1950,"<b>Name: </b>Flint Rock Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,950 metric tons"
TXG921338,Frontier Feedlot,25124 TOTAL DAIRY CATTLE OF WHICH 5000 ARE MILKING DAIRY CATTLE,32.073333,-98.374444,FALSE,25124,5000,20124,Dairy,1977.936,410.248,2388,"<b>Name: </b>Frontier Feedlot</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,388 metric tons"
TXG921340,Shanna Crouch Dairy,2249 TOTAL DAIRY CATTLE OF WHICH 2249 ARE MILKING DAIRY CATTLE,32.118666,-98.368,FALSE,2249,2249,0,Dairy,310.362,166.426,477,<b>Name: </b>Shanna Crouch Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>477 metric tons
TXG921342,Ridge View Dairy,6400 TOTAL DAIRY CATTLE OF WHICH 5200 ARE MILKING DAIRY CATTLE,34.482272,-102.605456,FALSE,6400,5200,1200,Dairy,794.4,330,1124,"<b>Name: </b>Ridge View Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,124 metric tons"
TXG921343,Van Der Jagt Dairy,1500 TOTAL DAIRY CATTLE OF WHICH 1500 ARE MILKING DAIRY CATTLE,33.083166,-95.674166,FALSE,1500,1500,0,Dairy,207,111,318,<b>Name: </b>Van Der Jagt Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>318 metric tons
TXG921345,Midway Heifer Yards,33000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,34.401666,-102.10916,FALSE,33000,0,33000,Other,2112,66,2178,"<b>Name: </b>Midway Heifer Yards</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,178 metric tons"
TXG921346,Go Foods Livestock Division,CATTLE (BEEF) - 25000,34.966666,-102.21944,FALSE,25000,0,25000,Other,1600,50,1650,"<b>Name: </b>Go Foods Livestock Division</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,650 metric tons"
TXG921354,Mclean Farm,CATTLE (BEEF) - 25000,35.176666,-100.60194,FALSE,25000,0,25000,Other,1600,50,1650,"<b>Name: </b>Mclean Farm</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,650 metric tons"
TXG921355,Hartley Farms,135650 TOTAL DAIRY CATTLE OF WHICH 38000 ARE MILKING DAIRY CATTLE,36.0018,-102.3414,TRUE,135650,38000,97650,Dairy,11493.6,2187.65,13681,"<b>Name: </b>Hartley Farms *</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>13,681 metric tons</br></br>* Based on our reporting, Hartley Farms appears to be using a dairy digester to capture emissions from manure, but the owners declined to disclose the size of any emissions reductions."
TXG921360,3-H Dairy Progress Site,7500 TOTAL DAIRY CATTLE OF WHICH 4000 ARE MILKING DAIRY CATTLE,34.294444,-102.83916,FALSE,7500,4000,3500,Dairy,776,259,1035,"<b>Name: </b>3-H Dairy Progress Site</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,035 metric tons"
TXG921363,Gold Star Dairy,6000 TOTAL DAIRY CATTLE OF WHICH 2700 ARE MILKING DAIRY CATTLE,34.807777,-102.58,FALSE,6000,2700,3300,Dairy,583.8,176.7,760,<b>Name: </b>Gold Star Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>760 metric tons
TXG921365,Broken O Cattle,CATTLE (BEEF) - 2000,31.884166,-98.098611,FALSE,2000,0,2000,Other,128,4,132,<b>Name: </b>Broken O Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>132 metric tons
TXG921366,North Star Dairy,24500 TOTAL DAIRY CATTLE OF WHICH 11000 ARE MILKING DAIRY CATTLE,34.732777,-102.33361,FALSE,24500,11000,13500,Dairy,2382,720,3102,"<b>Name: </b>North Star Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>3,102 metric tons"
TXG921367,Palla 3,1325 TOTAL DAIRY CATTLE OF WHICH 1175 ARE MILKING DAIRY CATTLE,35.004166,-101.95972,FALSE,1325,1175,150,Dairy,171.75,68.3,240,<b>Name: </b>Palla 3</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>240 metric tons
TXG921368,Evergreen Farms,11550 TOTAL DAIRY CATTLE OF WHICH 5000 ARE MILKING DAIRY CATTLE,34.35561,-102.499881,FALSE,11550,5000,6550,Dairy,1109.2,328.1,1437,"<b>Name: </b>Evergreen Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,437 metric tons"
TXG921369,Eastside Dairy,92000 TOTAL DAIRY CATTLE OF WHICH 17000 ARE MILKING DAIRY CATTLE,36.0276,-102.0833,FALSE,92000,17000,75000,Dairy,7146,1061,8207,"<b>Name: </b>Eastside Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>8,207 metric tons"
TXG921372,Cal-Star Dairy,5300 TOTAL DAIRY CATTLE OF WHICH 2600 ARE MILKING DAIRY CATTLE,33.227777,-102.22583,FALSE,5300,2600,2700,Dairy,531.6,197.8,729,<b>Name: </b>Cal-Star Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>729 metric tons
TXG921377,Royal Flush Dairy,3600 TOTAL DAIRY CATTLE OF WHICH 1400 ARE MILKING DAIRY CATTLE,36.045555,-101.24361,FALSE,3600,1400,2200,Dairy,334,83.4,417,<b>Name: </b>Royal Flush Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>417 metric tons
TXG921379,Canadian Feedyard,CATTLE (BEEF) - 75000,36.005,-100.31583,FALSE,75000,0,75000,Other,4800,150,4950,"<b>Name: </b>Canadian Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>4,950 metric tons"
TXG921380,FB Lariat Dairy,11800 TOTAL DAIRY CATTLE OF WHICH 8800 ARE MILKING DAIRY CATTLE,34.329722,-102.82444,FALSE,11800,8800,3000,Dairy,1406.4,560.4,1967,"<b>Name: </b>FB Lariat Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,967 metric tons"
TXG921381,Spandet Heifer Yard,CATTLE (BEEF) - 50000,34.372222,-102.17861,FALSE,50000,0,50000,Other,3200,100,3300,"<b>Name: </b>Spandet Heifer Yard</br><b>Type: </b>Other</br><b>Methane emissions: </b>3,300 metric tons"
TXG921382,Frontier Feedyard,CATTLE (BEEF) - 59400,36.481388,-101.23861,FALSE,59400,0,59400,Other,3801.6,59.4,3861,"<b>Name: </b>Frontier Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>3,861 metric tons"
TXG921383,Latigo Land & Cattle,CATTLE (BEEF) - 12000,34.594166,-102.41083,FALSE,12000,0,12000,Other,768,24,792,<b>Name: </b>Latigo Land & Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>792 metric tons
TXG921384,Stratford Feedlot,CATTLE (BEEF) - 102996,36.312222,-102.03944,FALSE,102996,0,102996,Other,6591.744,102.996,6695,"<b>Name: </b>Stratford Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>6,695 metric tons"
TXG921386,Overstreet Dairy,3500 TOTAL DAIRY CATTLE OF WHICH 2500 ARE MILKING DAIRY CATTLE,34.165277,-99.512777,FALSE,3500,2500,1000,Dairy,409,187,596,<b>Name: </b>Overstreet Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>596 metric tons
TXG921387,Southwest Feedyard,CATTLE (BEEF) - 45000,34.861666,-102.33833,FALSE,45000,0,45000,Other,2880,90,2970,"<b>Name: </b>Southwest Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,970 metric tons"
TXG921388,Wolf Creek Feedyard,CATTLE (BEEF) - 85000,36.277777,-100.66861,FALSE,85000,0,85000,Other,5440,85,5525,"<b>Name: </b>Wolf Creek Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>5,525 metric tons"
TXG921389,Wrangler Feedyard,CATTLE (BEEF) - 55000,34.6475,-101.78555,FALSE,55000,0,55000,Other,3520,110,3630,"<b>Name: </b>Wrangler Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>3,630 metric tons"
TXG921390,Cactus Feedyard,CATTLE (BEEF) - 88710,36.047222,-102.03138,FALSE,88710,0,88710,Other,5677.44,88.71,5766,"<b>Name: </b>Cactus Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>5,766 metric tons"
TXG921391,Mountain View Dairy,936 TOTAL DAIRY CATTLE OF WHICH 936 ARE MILKING DAIRY CATTLE,31.943166,-98.760666,FALSE,936,936,0,Dairy,129.168,69.264,198,<b>Name: </b>Mountain View Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>198 metric tons
TXG921393,Boer Dairy,11000 TOTAL DAIRY CATTLE OF WHICH 4200 ARE MILKING DAIRY CATTLE,36.212777,-102.51277,FALSE,11000,4200,6800,Dairy,1014.8,237.8,1253,"<b>Name: </b>Boer Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,253 metric tons"
TXG921394,Hale Center Feedyard,CATTLE (BEEF) - 80000,34.09064,-101.9801,FALSE,80000,0,80000,Other,5120,160,5280,"<b>Name: </b>Hale Center Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>5,280 metric tons"
TXG921395,Western Cattle Feeders,CATTLE (BEEF) - 77000,34.180833,-101.46111,FALSE,77000,0,77000,Other,4928,154,5082,"<b>Name: </b>Western Cattle Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>5,082 metric tons"
TXG921396,Hillside Heifers,1550 TOTAL DAIRY CATTLE OF WHICH 750 ARE MILKING DAIRY CATTLE,32.214444,-98.111111,FALSE,1550,750,800,Dairy,154.7,57.1,212,<b>Name: </b>Hillside Heifers</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>212 metric tons
TXG921397,Creek Feeders,CATTLE (BEEF) - 2500,36.262777,-100.53361,FALSE,2500,0,2500,Other,160,2.5,162,<b>Name: </b>Creek Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>162 metric tons
TXG921399,Optima Dairy Texas,3600 TOTAL DAIRY CATTLE OF WHICH 2750 ARE MILKING DAIRY CATTLE,34.601666,-102.64027,FALSE,3600,2750,850,Dairy,433.9,174.95,609,<b>Name: </b>Optima Dairy Texas</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>609 metric tons
TXG921400,Natural Prairie Dairy Farms Barns 4 & 5,7200 TOTAL DAIRY CATTLE OF WHICH 7200 ARE MILKING DAIRY CATTLE,35.8909,-102.3364,FALSE,7200,7200,0,Dairy,993.6,396,1390,"<b>Name: </b>Natural Prairie Dairy Farms Barns 4 & 5</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,390 metric tons"
TXG921404,Boehning Dairy,5050 TOTAL DAIRY CATTLE OF WHICH 3200 ARE MILKING DAIRY CATTLE,34.2229,-102.5971,FALSE,5050,3200,1850,Dairy,560,205.3,765,<b>Name: </b>Boehning Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>765 metric tons
TXG921405,Guess Dairy,7500 TOTAL DAIRY CATTLE OF WHICH 3200 ARE MILKING DAIRY CATTLE,34.47225,-102.44176,FALSE,7500,3200,4300,Dairy,716.8,210.2,927,<b>Name: </b>Guess Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>927 metric tons
TXG921406,Dos Ex Cattle,CATTLE (BEEF) - 10000,35.894166,-101.95222,FALSE,10000,0,10000,Other,640,10,650,<b>Name: </b>Dos Ex Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>650 metric tons
TXG921407,Southside Dairy 1,25900 TOTAL DAIRY CATTLE OF WHICH 7450 ARE MILKING DAIRY CATTLE,34.463888,-102.2375,FALSE,25900,7450,18450,Dairy,2208.9,506.25,2715,"<b>Name: </b>Southside Dairy 1</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,715 metric tons"
TXG921408,Southside Dairy 2,10500 TOTAL DAIRY CATTLE OF WHICH 5500 ARE MILKING DAIRY CATTLE,34.43653,-102.20035,FALSE,10500,5500,5000,Dairy,1079,356.5,1436,"<b>Name: </b>Southside Dairy 2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,436 metric tons"
TXG921413,Golden J Jerseys,25000 TOTAL DAIRY CATTLE OF WHICH 5000 ARE MILKING DAIRY CATTLE,36.016266,-101.956149,FALSE,25000,5000,20000,Dairy,1970,310,2280,"<b>Name: </b>Golden J Jerseys</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,280 metric tons"
TXG921414,Cnossen Dairy,15400 TOTAL DAIRY CATTLE OF WHICH 13000 ARE MILKING DAIRY CATTLE,35.036656,-102.33988,FALSE,15400,13000,2400,Dairy,1947.6,823.8,2771,"<b>Name: </b>Cnossen Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,771 metric tons"
TXG921418,Cnossen Heifer Yard,22000 TOTAL DAIRY CATTLE OF WHICH 12000 ARE MILKING DAIRY CATTLE,35.001666,-102.34027,FALSE,22000,12000,10000,Dairy,2296,776,3072,"<b>Name: </b>Cnossen Heifer Yard</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>3,072 metric tons"
TXG921419,Jersey Gold Dairy,4500 TOTAL DAIRY CATTLE OF WHICH 3500 ARE MILKING DAIRY CATTLE,35.844722,-102.40583,FALSE,4500,3500,1000,Dairy,547,193.5,740,<b>Name: </b>Jersey Gold Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>740 metric tons
TXG921420,Del Rio Dairy,20500 TOTAL DAIRY CATTLE OF WHICH 9000 ARE MILKING DAIRY CATTLE,34.492777,-102.72722,TRUE,20500,9000,11500,Dairy,1978,590,2568,"<b>Name: </b>Del Rio Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,568 metric tons"
TXG921424,Track Dairy,5500 TOTAL DAIRY CATTLE OF WHICH 2300 ARE MILKING DAIRY CATTLE,34.1797,-102.6549,FALSE,5500,2300,3200,Dairy,522.2,176.6,699,<b>Name: </b>Track Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>699 metric tons
TXG921426,Cantex Feeders,CATTLE (BEEF) - 40000,34.858333,-100.70833,FALSE,40000,0,40000,Other,2560,80,2640,"<b>Name: </b>Cantex Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,640 metric tons"
TXG921427,Hilltop Jersey Farm,999 TOTAL DAIRY CATTLE OF WHICH 899 ARE MILKING DAIRY CATTLE,32.2635,-95.537716,FALSE,999,899,100,Dairy,130.462,66.726,197,<b>Name: </b>Hilltop Jersey Farm</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>197 metric tons
TXG921428,W & A Dairy,499 TOTAL DAIRY CATTLE OF WHICH 400 ARE MILKING DAIRY CATTLE,32.8285,-95.182933,FALSE,499,400,99,Dairy,61.536,29.798,91,<b>Name: </b>W & A Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>91 metric tons
TXG921431,Diamond B Feedyard,CATTLE (BEEF) - 25000,34.443611,-101.751666,FALSE,25000,0,25000,Other,1600,50,1650,"<b>Name: </b>Diamond B Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,650 metric tons"
TXG921433,Dutch Tex Dairy,699 TOTAL DAIRY CATTLE OF WHICH 699 ARE MILKING DAIRY CATTLE,32.005333,-98.300566,FALSE,699,699,0,Dairy,96.462,51.726,148,<b>Name: </b>Dutch Tex Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>148 metric tons
TXG921435,Carrizo Feeders,CATTLE (BEEF) - 40000,36.291666,-103.00833,FALSE,40000,0,40000,Other,2560,40,2600,"<b>Name: </b>Carrizo Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,600 metric tons"
TXG921436,Busher Ranch Feedyard,CATTLE (BEEF) - 25000,31.990444,-99.991555,FALSE,25000,0,25000,Other,1600,50,1650,"<b>Name: </b>Busher Ranch Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,650 metric tons"
TXG921437,JBS Live Pork - Panhandle Site,CATTLE (BEEF) - 1000,36.195833,-102.8,FALSE,1000,0,1000,Other,64,1,65,<b>Name: </b>JBS Live Pork - Panhandle Site</br><b>Type: </b>Other</br><b>Methane emissions: </b>65 metric tons
TXG921441,Descanso Dairy,6750 TOTAL DAIRY CATTLE OF WHICH 4550 ARE MILKING DAIRY CATTLE,33.927222,-101.84472,FALSE,6750,4550,2200,Dairy,768.7,291.05,1060,"<b>Name: </b>Descanso Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,060 metric tons"
TXG921442,Lubbock Feeders,CATTLE (BEEF) - 50000,33.523888,-101.77555,FALSE,50000,0,50000,Other,3200,100,3300,"<b>Name: </b>Lubbock Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>3,300 metric tons"
TXG921444,Early Settlers Farm,CATTLE (BEEF) - 6000,36.079444,-102.02638,FALSE,6000,0,6000,Other,384,6,390,<b>Name: </b>Early Settlers Farm</br><b>Type: </b>Other</br><b>Methane emissions: </b>390 metric tons
TXG921445,V B Ranch,9050 TOTAL DAIRY CATTLE OF WHICH 3800 ARE MILKING DAIRY CATTLE,34.266944,-102.19888,FALSE,9050,3800,5250,Dairy,860.4,249.9,1110,"<b>Name: </b>V B Ranch</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,110 metric tons"
TXG921447,Caviness Packing Feedyard,CATTLE (BEEF) - 3000,34.7762,-102.4443,FALSE,3000,0,3000,Other,192,6,198,<b>Name: </b>Caviness Packing Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>198 metric tons
TXG921448,Bovina Dairy,7750 TOTAL DAIRY CATTLE OF WHICH 3500 ARE MILKING DAIRY CATTLE,34.436666,-102.84722,FALSE,7750,3500,4250,Dairy,755,229,984,<b>Name: </b>Bovina Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>984 metric tons
TXG921449,North Muleshoe Dairy,8000 TOTAL DAIRY CATTLE OF WHICH 4000 ARE MILKING DAIRY CATTLE,34.270277,-102.65388,FALSE,8000,4000,4000,Dairy,808,260,1068,"<b>Name: </b>North Muleshoe Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,068 metric tons"
TXG921450,Van Der Jagt Farms,699 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,33.057222,-95.535555,FALSE,699,0,699,Other,44.736,1.398,46,<b>Name: </b>Van Der Jagt Farms</br><b>Type: </b>Other</br><b>Methane emissions: </b>46 metric tons
TXG921452,Sweetwater Creek Dairy,7150 TOTAL DAIRY CATTLE OF WHICH 4250 ARE MILKING DAIRY CATTLE,35.509257,-100.49918,FALSE,7150,4250,2900,Dairy,772.1,273.55,1046,"<b>Name: </b>Sweetwater Creek Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,046 metric tons"
TXG921456,Frontera Cattle,CATTLE (BEEF) - 67500,34.233333,-102.77111,FALSE,67500,0,67500,Other,4320,135,4455,"<b>Name: </b>Frontera Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>4,455 metric tons"
TXG921467,Orkney Dairy,999 TOTAL DAIRY CATTLE OF WHICH 999 ARE MILKING DAIRY CATTLE,32.105555,-98.396666,FALSE,999,999,0,Dairy,137.862,73.926,212,<b>Name: </b>Orkney Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>212 metric tons
TXG921468,Bovina Cattle,CATTLE (BEEF) - 70000,34.4769,-102.9172,FALSE,70000,0,70000,Other,4480,140,4620,"<b>Name: </b>Bovina Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>4,620 metric tons"
TXG921469,Dalhart Cattle Feeders,CATTLE (BEEF) - 125000,36.015277,-102.58861,FALSE,125000,0,125000,Other,8000,125,8125,"<b>Name: </b>Dalhart Cattle Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>8,125 metric tons"
TXG921471,High Noon Dairy,34500 TOTAL DAIRY CATTLE OF WHICH 6000 ARE MILKING DAIRY CATTLE,34.986666,-102.44166,FALSE,34500,6000,28500,Dairy,2652,435,3087,"<b>Name: </b>High Noon Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>3,087 metric tons"
TXG921473,Epic Dairy,3800 TOTAL DAIRY CATTLE OF WHICH 3000 ARE MILKING DAIRY CATTLE,35.876111,-102.44611,FALSE,3800,3000,800,Dairy,465.2,165.8,631,<b>Name: </b>Epic Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>631 metric tons
TXG921477,Montecarlo Feedyard,CATTLE (BEEF) - 3000,36.196111,-101.823055,FALSE,3000,0,3000,Other,192,3,195,<b>Name: </b>Montecarlo Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>195 metric tons
TXG921479,Reliable Feeders,CATTLE (BEEF) - 83240,34.233333,-102.78888,FALSE,83240,0,83240,Other,5327.36,166.48,5494,"<b>Name: </b>Reliable Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>5,494 metric tons"
TXG921480,Big Sky Feedyard,CATTLE (BEEF) - 10000,34.792777,-102.273333,FALSE,10000,0,10000,Other,640,20,660,<b>Name: </b>Big Sky Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>660 metric tons
TXG921482,Exum Farms West,14000 TOTAL DAIRY CATTLE OF WHICH 7500 ARE MILKING DAIRY CATTLE,36.025277,-102.200277,TRUE,14000,7500,6500,Dairy,1451,441.5,1892,"<b>Name: </b>Exum Farms West</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,892 metric tons"
TXG921483,Mason County Feeders,CATTLE (BEEF) - 8000,30.672777,-99.293333,FALSE,8000,0,8000,Other,512,16,528,<b>Name: </b>Mason County Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>528 metric tons
